date,team,team_score,home_away,opposing,opp_score,win_lost,attendance
2010-06-24,HOU,7,HOME,SFG,5,W,26662
2010-06-25,HOU,7,AWAY,TEX,4,W,43457
2010-06-26,HOU,2,AWAY,TEX,7,L,28951
2010-06-27,HOU,1,AWAY,TEX,10,L,37487
2010-06-28,HOU,9,AWAY,MIL,5,W,27908
2010-06-29,HOU,5,AWAY,MIL,7,L,32907
2010-06-30,HOU,5,AWAY,MIL,1,W,30114
2010-07-01,HOU,6,AWAY,SDP,3,W,18618
2010-07-02,HOU,0,AWAY,SDP,3,L,30691
2010-07-03,HOU,0,AWAY,SDP,1,L,40042
2010-07-04,HOU,2,AWAY,SDP,3,L,23498
2010-07-06,HOU,6,HOME,PIT,2,W,23210
2010-07-07,HOU,6,HOME,PIT,3,W,23123
2010-07-08,HOU,2,HOME,PIT,0,W,24416
2010-07-09,HOU,0,HOME,STL,8,L,33224
2010-07-10,HOU,4,HOME,STL,1,W,37518
2010-07-11,HOU,2,HOME,STL,4,L,32975
2010-07-16,HOU,5,AWAY,PIT,2,W,23273
2010-07-17,HOU,6,AWAY,PIT,12,L,36665
2010-07-18,HOU,0,AWAY,PIT,9,L,16638
2010-07-19,HOU,11,AWAY,CHC,5,W,35514
2010-07-20,HOU,7,AWAY,CHC,14,L,36401
2010-07-21,HOU,4,AWAY,CHC,3,W,38533
2010-07-23,HOU,4,HOME,CIN,6,L,30575
2010-07-24,HOU,0,HOME,CIN,7,L,31552
2010-07-25,HOU,4,HOME,CIN,0,W,25705
2010-07-26,HOU,2,HOME,CHC,5,L,25037
2010-07-27,HOU,6,HOME,CHC,1,W,28047
2010-07-28,HOU,8,HOME,CHC,1,W,28046
2010-07-30,HOU,5,HOME,MIL,0,W,27456
2010-07-31,HOU,6,HOME,MIL,0,W,38824
2010-08-01,HOU,5,HOME,MIL,2,W,27964
2010-08-02,HOU,9,AWAY,STL,4,W,43369
2010-08-03,HOU,18,AWAY,STL,4,W,41958
2010-08-04,HOU,4,AWAY,STL,8,L,41596
2010-08-06,HOU,5,AWAY,MIL,6,L,33952
2010-08-07,HOU,2,AWAY,MIL,5,L,39410
2010-08-08,HOU,6,AWAY,MIL,11,L,39339
2010-08-09,HOU,10,HOME,ATL,4,W,34684
2010-08-10,HOU,2,HOME,ATL,4,L,34155
2010-08-11,HOU,2,HOME,ATL,8,L,31352
2010-08-13,HOU,4,HOME,PIT,1,W,36124
2010-08-14,HOU,3,HOME,PIT,2,W,31608
2010-08-15,HOU,8,HOME,PIT,2,W,34372
2010-08-16,HOU,1,HOME,NYM,3,L,22688
2010-08-17,HOU,4,HOME,NYM,3,W,26279
2010-08-18,HOU,2,HOME,NYM,3,L,23403
2010-08-19,HOU,3,HOME,NYM,2,W,26271
2010-08-20,HOU,0,AWAY,FLA,9,L,19456
2010-08-21,HOU,3,AWAY,FLA,6,L,21721
2010-08-22,HOU,2,AWAY,FLA,1,W,18886
2010-08-23,HOU,3,AWAY,PHI,2,W,44081
2010-08-24,HOU,4,AWAY,PHI,2,W,45494
2010-08-25,HOU,3,AWAY,PHI,2,W,44657
2010-08-26,HOU,5,AWAY,PHI,1,W,44958
2010-08-27,HOU,1,AWAY,NYM,2,L,30178
2010-08-28,HOU,4,AWAY,NYM,1,W,33024
2010-08-29,HOU,1,AWAY,NYM,5,L,32779
2010-08-30,HOU,3,HOME,STL,0,W,23140
2010-08-31,HOU,3,HOME,STL,0,W,29307
2010-09-01,HOU,5,HOME,STL,2,W,22068
2010-09-03,HOU,3,AWAY,ARI,4,L,24748
2010-09-04,HOU,6,AWAY,ARI,5,W,31605
2010-09-05,HOU,3,AWAY,ARI,2,W,25416
2010-09-06,HOU,4,AWAY,CHC,5,L,31647
2010-09-07,HOU,7,AWAY,CHC,3,W,31596
2010-09-08,HOU,4,AWAY,CHC,0,W,33623
2010-09-09,HOU,3,HOME,LAD,2,W,28081
2010-09-10,HOU,2,HOME,LAD,4,L,31010
2010-09-11,HOU,3,HOME,LAD,6,L,39237
2010-09-12,HOU,7,HOME,LAD,4,W,30240
2010-09-13,HOU,4,HOME,MIL,2,W,31342
2010-09-14,HOU,3,HOME,MIL,2,W,33878
2010-09-15,HOU,6,HOME,MIL,8,L,30791
2010-09-17,HOU,5,HOME,CIN,3,W,30218
2010-09-18,HOU,1,HOME,CIN,11,L,29855
2010-09-19,HOU,4,HOME,CIN,3,W,32520
2010-09-20,HOU,8,AWAY,WSN,2,W,10999
2010-09-21,HOU,4,AWAY,WSN,8,L,11893
2010-09-22,HOU,3,AWAY,WSN,4,L,12213
2010-09-23,HOU,2,AWAY,WSN,7,L,14633
2010-09-24,HOU,10,AWAY,PIT,7,W,22279
2010-09-25,HOU,4,AWAY,PIT,6,L,25350
2010-09-26,HOU,3,AWAY,PIT,9,L,23208
2010-09-28,HOU,2,AWAY,CIN,3,L,30151
2010-09-29,HOU,2,AWAY,CIN,0,W,14760
2010-09-30,HOU,1,AWAY,CIN,9,L,17558
2010-10-01,HOU,0,HOME,CHC,2,L,33869
2010-10-02,HOU,3,HOME,CHC,8,L,36098
2010-10-03,HOU,4,HOME,CHC,0,W,31105
2011-04-01,HOU,4,AWAY,PHI,5,L,45237
2011-04-02,HOU,4,AWAY,PHI,9,L,45455
2011-04-03,HOU,3,AWAY,PHI,7,L,45562
2011-04-05,HOU,2,AWAY,CIN,8,L,11821
2011-04-06,HOU,4,AWAY,CIN,12,L,17719
2011-04-07,HOU,3,AWAY,CIN,2,W,20104
2011-04-08,HOU,3,HOME,FLA,4,L,41042
2011-04-09,HOU,5,HOME,FLA,7,L,25421
2011-04-10,HOU,7,HOME,FLA,1,W,22299
2011-04-11,HOU,4,HOME,CHC,5,L,20175
2011-04-12,HOU,11,HOME,CHC,2,W,23523
2011-04-13,HOU,5,HOME,CHC,9,L,20987
2011-04-14,HOU,1,HOME,SDP,0,W,20045
2011-04-15,HOU,2,HOME,SDP,4,L,23755
2011-04-16,HOU,5,HOME,SDP,3,W,28100
2011-04-17,HOU,6,HOME,SDP,8,L,22899
2011-04-19,HOU,6,AWAY,NYM,1,W,27032
2011-04-20,HOU,4,AWAY,NYM,3,W,27380
2011-04-21,HOU,1,AWAY,NYM,9,L,32819
2011-04-22,HOU,7,AWAY,MIL,14,L,31907
2011-04-23,HOU,9,AWAY,MIL,6,W,37065
2011-04-24,HOU,1,AWAY,MIL,4,L,32323
2011-04-26,HOU,6,HOME,STL,5,W,25526
2011-04-27,HOU,5,HOME,STL,6,L,27857
2011-04-28,HOU,7,HOME,STL,11,L,26331
2011-04-29,HOU,0,HOME,MIL,5,L,25734
2011-04-30,HOU,2,HOME,MIL,1,W,26514
2011-05-01,HOU,5,HOME,MIL,0,W,23908
2011-05-03,HOU,10,AWAY,CIN,4,W,12005
2011-05-04,HOU,2,AWAY,CIN,3,L,12340
2011-05-05,HOU,4,AWAY,CIN,10,L,14765
2011-05-06,HOU,3,AWAY,PIT,2,W,12728
2011-05-07,HOU,1,AWAY,PIT,6,L,32299
2011-05-08,HOU,4,AWAY,PIT,5,L,17946
2011-05-09,HOU,1,HOME,CIN,6,L,20174
2011-05-10,HOU,3,HOME,CIN,7,L,24499
2011-05-11,HOU,4,HOME,CIN,3,W,21008
2011-05-13,HOU,4,HOME,NYM,6,L,28791
2011-05-14,HOU,7,HOME,NYM,3,W,31140
2011-05-15,HOU,4,HOME,NYM,7,L,28406
2011-05-16,HOU,2,AWAY,ATL,3,L,17416
2011-05-17,HOU,1,AWAY,ATL,3,L,21085
2011-05-18,HOU,1,AWAY,STL,5,L,35298
2011-05-19,HOU,2,AWAY,STL,4,L,36409
2011-05-20,HOU,5,AWAY,TOR,2,W,15478
2011-05-21,HOU,5,AWAY,TOR,7,L,21494
2011-05-22,HOU,3,AWAY,TOR,2,W,19487
2011-05-23,HOU,4,HOME,LAD,3,W,22579
2011-05-24,HOU,4,HOME,LAD,5,L,28713
2011-05-25,HOU,2,HOME,LAD,1,W,21350
2011-05-27,HOU,6,HOME,ARI,7,L,21834
2011-05-28,HOU,3,HOME,ARI,11,L,31405
2011-05-29,HOU,2,HOME,ARI,4,L,21882
2011-05-30,HOU,12,AWAY,CHC,7,W,30450
2011-05-31,HOU,7,AWAY,CHC,3,W,31178
2011-06-01,HOU,3,AWAY,CHC,1,W,31340
2011-06-02,HOU,7,AWAY,SDP,4,W,16635
2011-06-03,HOU,1,AWAY,SDP,3,L,20056
2011-06-04,HOU,3,AWAY,SDP,6,L,28208
2011-06-05,HOU,2,AWAY,SDP,7,L,21958
2011-06-07,HOU,4,HOME,STL,7,L,23277
2011-06-08,HOU,4,HOME,STL,1,W,22107
2011-06-09,HOU,2,HOME,STL,9,L,24482
2011-06-10,HOU,4,HOME,ATL,11,L,29252
2011-06-11,HOU,3,HOME,ATL,6,L,32117
2011-06-12,HOU,1,HOME,ATL,4,L,23765
2011-06-13,HOU,8,HOME,ATL,3,W,21466
2011-06-14,HOU,0,HOME,PIT,1,L,29712
2011-06-15,HOU,3,HOME,PIT,7,L,29866
2011-06-16,HOU,4,HOME,PIT,5,L,26415
2011-06-17,HOU,7,AWAY,LAD,3,W,35053
2011-06-18,HOU,7,AWAY,LAD,0,W,36124
2011-06-19,HOU,0,AWAY,LAD,1,L,44665
2011-06-20,HOU,3,AWAY,TEX,8,L,41205
2011-06-21,HOU,4,AWAY,TEX,5,L,33533
2011-06-22,HOU,5,AWAY,TEX,3,W,39708
2011-06-24,HOU,1,HOME,TBR,5,L,26682
2011-06-25,HOU,2,HOME,TBR,7,L,27208
2011-06-26,HOU,10,HOME,TBR,14,L,23965
2011-06-28,HOU,3,HOME,TEX,7,L,29132
2011-06-29,HOU,2,HOME,TEX,3,L,24472
2011-06-30,HOU,7,HOME,TEX,0,W,25938
2011-07-01,HOU,5,HOME,BOS,7,L,36279
2011-07-02,HOU,4,HOME,BOS,10,L,39021
2011-07-03,HOU,1,HOME,BOS,2,L,38035
2011-07-04,HOU,3,AWAY,PIT,5,L,36942
2011-07-05,HOU,1,AWAY,PIT,5,L,18151
2011-07-06,HOU,8,AWAY,PIT,2,W,18910
2011-07-07,HOU,0,AWAY,FLA,5,L,17806
2011-07-08,HOU,3,AWAY,FLA,6,L,17044
2011-07-09,HOU,1,AWAY,FLA,6,L,20402
2011-07-10,HOU,4,AWAY,FLA,5,L,17123
2011-07-15,HOU,0,HOME,PIT,4,L,27787
2011-07-16,HOU,6,HOME,PIT,4,W,35081
2011-07-17,HOU,5,HOME,PIT,7,L,24580
2011-07-18,HOU,2,HOME,WSN,5,L,28975
2011-07-19,HOU,7,HOME,WSN,6,W,32418
2011-07-20,HOU,3,HOME,WSN,2,W,29605
2011-07-22,HOU,2,AWAY,CHC,4,L,39855
2011-07-23,HOU,1,AWAY,CHC,5,L,40486
2011-07-24,HOU,4,AWAY,CHC,5,L,40406
2011-07-25,HOU,5,AWAY,STL,10,L,38074
2011-07-26,HOU,1,AWAY,STL,3,L,35588
2011-07-27,HOU,4,AWAY,STL,2,W,35679
2011-07-28,HOU,5,AWAY,STL,3,W,38794
2011-07-29,HOU,0,AWAY,MIL,4,L,41672
2011-07-30,HOU,2,AWAY,MIL,6,L,44306
2011-07-31,HOU,4,AWAY,MIL,5,L,41738
2011-08-01,HOU,4,HOME,CIN,3,W,21502
2011-08-02,HOU,1,HOME,CIN,5,L,22603
2011-08-03,HOU,5,HOME,CIN,4,W,22102
2011-08-05,HOU,1,HOME,MIL,8,L,25811
2011-08-06,HOU,5,HOME,MIL,7,L,30561
2011-08-07,HOU,3,HOME,MIL,7,L,22885
2011-08-08,HOU,9,AWAY,ARI,1,W,17448
2011-08-09,HOU,9,AWAY,ARI,11,L,17814
2011-08-10,HOU,3,AWAY,ARI,6,L,18628
2011-08-11,HOU,5,AWAY,ARI,8,L,18418
2011-08-12,HOU,0,AWAY,LAD,1,L,33642
2011-08-13,HOU,1,AWAY,LAD,6,L,36111
2011-08-14,HOU,0,AWAY,LAD,7,L,36339
2011-08-15,HOU,3,HOME,CHC,4,L,20138
2011-08-16,HOU,6,HOME,CHC,5,W,23736
2011-08-17,HOU,4,HOME,CHC,3,W,24054
2011-08-19,HOU,6,HOME,SFG,0,W,26259
2011-08-20,HOU,7,HOME,SFG,5,W,29046
2011-08-21,HOU,4,HOME,SFG,6,L,25838
2011-08-22,HOU,5,AWAY,COL,9,L,27166
2011-08-23,HOU,6,AWAY,COL,8,L,31179
2011-08-24,HOU,6,AWAY,COL,7,L,30333
2011-08-25,HOU,3,AWAY,SFG,1,W,41115
2011-08-26,HOU,1,AWAY,SFG,2,L,41438
2011-08-27,HOU,1,AWAY,SFG,2,L,42318
2011-08-28,HOU,4,AWAY,SFG,3,W,41681
2011-08-29,HOU,7,HOME,PIT,4,W,19250
2011-08-30,HOU,8,HOME,PIT,2,W,21750
2011-08-31,HOU,2,HOME,PIT,0,W,22918
2011-09-02,HOU,2,HOME,MIL,8,L,20045
2011-09-03,HOU,2,HOME,MIL,8,L,24982
2011-09-04,HOU,0,HOME,MIL,4,L,21976
2011-09-05,HOU,1,AWAY,PIT,3,L,13366
2011-09-06,HOU,4,AWAY,PIT,1,W,9840
2011-09-07,HOU,4,AWAY,PIT,5,L,12330
2011-09-09,HOU,3,AWAY,WSN,4,L,18307
2011-09-10,HOU,9,AWAY,WSN,3,W,30935
2011-09-11,HOU,2,AWAY,WSN,8,L,24238
2011-09-12,HOU,5,HOME,PHI,1,W,22231
2011-09-13,HOU,5,HOME,PHI,2,W,24302
2011-09-14,HOU,0,HOME,PHI,1,L,20027
2011-09-16,HOU,3,AWAY,CHC,4,L,35318
2011-09-17,HOU,1,AWAY,CHC,2,L,39377
2011-09-18,HOU,3,AWAY,CHC,2,W,36250
2011-09-19,HOU,3,AWAY,CIN,2,W,21168
2011-09-20,HOU,4,AWAY,CIN,6,L,23847
2011-09-21,HOU,0,AWAY,CIN,2,L,20875
2011-09-22,HOU,9,HOME,COL,6,W,20773
2011-09-23,HOU,11,HOME,COL,2,W,22467
2011-09-24,HOU,2,HOME,COL,4,L,26209
2011-09-25,HOU,3,HOME,COL,19,L,21621
2011-09-26,HOU,5,HOME,STL,4,W,20017
2011-09-27,HOU,6,HOME,STL,13,L,22021
2011-09-28,HOU,0,HOME,STL,8,L,24358
2012-04-06,HOU,3,HOME,COL,5,L,43464
2012-04-07,HOU,7,HOME,COL,3,W,23962
2012-04-08,HOU,3,HOME,COL,2,W,14195
2012-04-09,HOU,8,HOME,ATL,3,W,17095
2012-04-10,HOU,4,HOME,ATL,6,L,22036
2012-04-11,HOU,3,HOME,ATL,6,L,18225
2012-04-13,HOU,4,AWAY,MIA,5,L,30169
2012-04-14,HOU,5,AWAY,MIA,4,W,31659
2012-04-15,HOU,4,AWAY,MIA,5,L,34232
2012-04-16,HOU,3,AWAY,WSN,6,L,16245
2012-04-17,HOU,0,AWAY,WSN,1,L,17886
2012-04-18,HOU,2,AWAY,WSN,3,L,14520
2012-04-19,HOU,11,AWAY,WSN,4,W,18045
2012-04-20,HOU,1,HOME,LAD,3,L,30270
2012-04-21,HOU,1,HOME,LAD,5,L,25562
2012-04-22,HOU,12,HOME,LAD,0,W,23948
2012-04-23,HOU,5,AWAY,MIL,6,L,36291
2012-04-24,HOU,6,AWAY,MIL,9,L,38686
2012-04-25,HOU,7,AWAY,MIL,5,W,26778
2012-04-27,HOU,6,AWAY,CIN,4,W,29486
2012-04-28,HOU,0,AWAY,CIN,6,L,32971
2012-04-29,HOU,5,AWAY,CIN,6,L,31086
2012-04-30,HOU,4,HOME,NYM,3,W,17536
2012-05-01,HOU,6,HOME,NYM,3,W,17958
2012-05-02,HOU,8,HOME,NYM,1,W,19442
2012-05-04,HOU,5,HOME,STL,4,W,27201
2012-05-05,HOU,8,HOME,STL,2,W,23633
2012-05-06,HOU,1,HOME,STL,8,L,22288
2012-05-07,HOU,0,HOME,MIA,4,L,16531
2012-05-08,HOU,3,HOME,MIA,2,W,14801
2012-05-09,HOU,3,HOME,MIA,5,L,16072
2012-05-11,HOU,1,AWAY,PIT,0,W,19878
2012-05-12,HOU,2,AWAY,PIT,5,L,34187
2012-05-13,HOU,2,AWAY,PIT,3,L,27517
2012-05-14,HOU,1,AWAY,PHI,5,L,43824
2012-05-15,HOU,3,AWAY,PHI,4,L,43781
2012-05-16,HOU,8,HOME,MIL,3,W,15453
2012-05-17,HOU,4,HOME,MIL,0,W,15173
2012-05-18,HOU,1,HOME,TEX,4,L,34715
2012-05-19,HOU,6,HOME,TEX,5,W,42673
2012-05-20,HOU,1,HOME,TEX,6,L,35873
2012-05-21,HOU,8,HOME,CHC,4,W,16895
2012-05-22,HOU,2,HOME,CHC,1,W,20091
2012-05-23,HOU,5,HOME,CHC,1,W,18732
2012-05-25,HOU,3,AWAY,LAD,1,W,36283
2012-05-26,HOU,3,AWAY,LAD,6,L,36561
2012-05-27,HOU,1,AWAY,LAD,5,L,33306
2012-05-28,HOU,7,AWAY,COL,9,L,34546
2012-05-28,HOU,6,AWAY,COL,7,L,35786
2012-05-30,HOU,5,AWAY,COL,13,L,28102
2012-05-31,HOU,5,AWAY,COL,11,L,31799
2012-06-01,HOU,1,HOME,CIN,4,L,21464
2012-06-02,HOU,9,HOME,CIN,12,L,22991
2012-06-03,HOU,5,HOME,CIN,3,W,19914
2012-06-05,HOU,9,HOME,STL,8,W,18911
2012-06-06,HOU,3,HOME,STL,4,L,18517
2012-06-07,HOU,2,HOME,STL,14,L,22265
2012-06-08,HOU,8,AWAY,CHW,3,W,22452
2012-06-09,HOU,1,AWAY,CHW,10,L,22880
2012-06-10,HOU,11,AWAY,CHW,9,W,20398
2012-06-12,HOU,3,AWAY,SFG,6,L,42100
2012-06-13,HOU,0,AWAY,SFG,10,L,42298
2012-06-14,HOU,6,AWAY,SFG,3,W,41662
2012-06-15,HOU,2,AWAY,TEX,6,L,47430
2012-06-16,HOU,3,AWAY,TEX,8,L,48288
2012-06-17,HOU,3,AWAY,TEX,9,L,46320
2012-06-18,HOU,9,HOME,KCR,7,W,15436
2012-06-19,HOU,0,HOME,KCR,2,L,18098
2012-06-20,HOU,1,HOME,KCR,2,L,30687
2012-06-22,HOU,0,HOME,CLE,2,L,26932
2012-06-23,HOU,8,HOME,CLE,1,W,34241
2012-06-24,HOU,7,HOME,CLE,1,W,21191
2012-06-25,HOU,7,HOME,SDP,8,L,14483
2012-06-26,HOU,5,HOME,SDP,3,W,15416
2012-06-27,HOU,1,HOME,SDP,0,W,15012
2012-06-28,HOU,3,HOME,SDP,7,L,19415
2012-06-29,HOU,0,AWAY,CHC,4,L,32891
2012-06-30,HOU,2,AWAY,CHC,3,L,37906
2012-07-01,HOU,0,AWAY,CHC,3,L,37389
2012-07-02,HOU,2,AWAY,PIT,11,L,21041
2012-07-03,HOU,7,AWAY,PIT,8,L,21516
2012-07-04,HOU,4,AWAY,PIT,6,L,36827
2012-07-05,HOU,0,AWAY,PIT,2,L,21386
2012-07-06,HOU,1,HOME,MIL,7,L,23430
2012-07-07,HOU,6,HOME,MIL,3,W,23027
2012-07-08,HOU,3,HOME,MIL,5,L,16966
2012-07-13,HOU,1,AWAY,SFG,5,L,42116
2012-07-14,HOU,2,AWAY,SFG,3,L,42171
2012-07-15,HOU,2,AWAY,SFG,3,L,42265
2012-07-16,HOU,2,AWAY,SDP,0,W,26098
2012-07-17,HOU,2,AWAY,SDP,8,L,20944
2012-07-18,HOU,4,AWAY,SDP,8,L,25713
2012-07-19,HOU,0,AWAY,SDP,1,L,26735
2012-07-20,HOU,8,AWAY,ARI,13,L,23567
2012-07-21,HOU,3,AWAY,ARI,12,L,35665
2012-07-22,HOU,2,AWAY,ARI,8,L,20951
2012-07-23,HOU,3,HOME,CIN,8,L,15538
2012-07-24,HOU,2,HOME,CIN,4,L,15908
2012-07-25,HOU,3,HOME,CIN,5,L,16077
2012-07-26,HOU,3,HOME,PIT,5,L,19926
2012-07-27,HOU,5,HOME,PIT,6,L,24685
2012-07-28,HOU,3,HOME,PIT,4,L,34146
2012-07-29,HOU,9,HOME,PIT,5,W,20453
2012-07-30,HOU,7,AWAY,MIL,8,L,28131
2012-07-31,HOU,1,AWAY,MIL,10,L,30011
2012-08-01,HOU,4,AWAY,MIL,13,L,32217
2012-08-03,HOU,1,AWAY,ATL,4,L,28300
2012-08-04,HOU,3,AWAY,ATL,2,W,30029
2012-08-05,HOU,1,AWAY,ATL,6,L,23474
2012-08-06,HOU,4,HOME,WSN,5,L,13843
2012-08-07,HOU,2,HOME,WSN,3,L,14273
2012-08-08,HOU,3,HOME,WSN,4,L,16038
2012-08-09,HOU,0,HOME,WSN,5,L,14417
2012-08-10,HOU,4,HOME,MIL,3,W,21025
2012-08-11,HOU,6,HOME,MIL,5,W,17942
2012-08-12,HOU,3,HOME,MIL,5,L,19235
2012-08-13,HOU,1,AWAY,CHC,7,L,31452
2012-08-14,HOU,10,AWAY,CHC,1,W,33376
2012-08-15,HOU,2,AWAY,CHC,7,L,33714
2012-08-17,HOU,1,HOME,ARI,3,L,19223
2012-08-18,HOU,4,HOME,ARI,12,L,20838
2012-08-19,HOU,1,HOME,ARI,8,L,14923
2012-08-21,HOU,0,AWAY,STL,7,L,35370
2012-08-22,HOU,2,AWAY,STL,4,L,35198
2012-08-23,HOU,5,AWAY,STL,13,L,30343
2012-08-24,HOU,3,AWAY,NYM,1,W,25513
2012-08-25,HOU,1,AWAY,NYM,3,L,29906
2012-08-26,HOU,1,AWAY,NYM,2,L,25071
2012-08-28,HOU,2,HOME,SFG,3,L,13516
2012-08-29,HOU,4,HOME,SFG,6,L,13207
2012-08-30,HOU,4,HOME,SFG,8,L,12835
2012-08-31,HOU,3,HOME,CIN,9,L,15287
2012-09-01,HOU,2,HOME,CIN,1,W,18316
2012-09-02,HOU,3,HOME,CIN,5,L,17291
2012-09-03,HOU,5,AWAY,PIT,1,W,20055
2012-09-04,HOU,2,AWAY,PIT,6,L,12785
2012-09-05,HOU,3,AWAY,PIT,6,L,14159
2012-09-07,HOU,5,AWAY,CIN,3,W,23785
2012-09-08,HOU,1,AWAY,CIN,5,L,35018
2012-09-09,HOU,5,AWAY,CIN,1,W,33438
2012-09-10,HOU,1,HOME,CHC,4,L,13121
2012-09-11,HOU,1,HOME,CHC,0,W,14205
2012-09-12,HOU,1,HOME,CHC,5,L,13101
2012-09-13,HOU,6,HOME,PHI,4,W,13028
2012-09-14,HOU,6,HOME,PHI,12,L,17535
2012-09-15,HOU,5,HOME,PHI,0,W,20419
2012-09-16,HOU,7,HOME,PHI,6,W,17438
2012-09-18,HOU,1,AWAY,STL,4,L,35422
2012-09-19,HOU,0,AWAY,STL,5,L,39062
2012-09-20,HOU,4,AWAY,STL,5,L,34788
2012-09-21,HOU,7,HOME,PIT,1,W,17093
2012-09-22,HOU,4,HOME,PIT,1,W,17185
2012-09-23,HOU,1,HOME,PIT,8,L,15207
2012-09-24,HOU,1,HOME,STL,6,L,12584
2012-09-25,HOU,0,HOME,STL,4,L,16943
2012-09-26,HOU,2,HOME,STL,0,W,18712
2012-09-28,HOU,7,AWAY,MIL,6,W,41716
2012-09-29,HOU,5,AWAY,MIL,9,L,34294
2012-09-30,HOU,7,AWAY,MIL,0,W,38443
